filename,target_captions,can_be_used_without_source,source_caption_index
MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a guitar, bass and drums playing.",0,3
MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a rock band playing.",1,3
MusicDelta_FunkJazz_MIX.wav,"A recording of a funky country song.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of an upbeat arcade game soundtrack.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of an angry metal song.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of a calm and cool jazz song.",0,1
MusicDelta_FunkJazz_MIX.wav,"A recording of a funky hip hop song.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of a funky techno song.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of an epic classical score.",1,1
MusicDelta_FunkJazz_MIX.wav,"A recording of a mysterious Chinese song.",1,1
MusicDelta_FunkJazz_MIX.wav,"A saxophone playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.",0,2
MusicDelta_FunkJazz_MIX.wav,"A violin playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.",0,2
MusicDelta_FunkJazz_MIX.wav,"A guitar playing a happy rock melody, with an accompaniment of an electric keyboard, bass and drums.",0,2
MusicDelta_FunkJazz_MIX.wav,"A banjo playing a funky country melody, with an accompaniment of a violin, bass and drums.",0,2
MusicDelta_FunkJazz_MIX.wav,"A guitar playing a funky techno melody, with an accompaniment of an electric keyboard and a synthesizer.",0,2
MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a violin, electric keyboard, bass and drums playing.",0,3
MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a guitar, electric keyboard, bass and drums playing.",0,3
MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a piano, electric keyboard, bass and drums playing.",0,3
MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a woman vocalizing, and electric keyboard, bass and drums playing.",0,3
MusicDelta_FunkJazz_MIX.wav,"A high quality recording of electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A recording of a funky jazz song.",0,1
MusicDelta_FusionJazz_MIX.wav,"A recording of a slow cool metal song.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of an epic orchestral movie soundtrack.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of a slow, romantic country song.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of a slow cool hip hop song.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of a slow and mysterious Arabic song.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of a slow cool arcade game soundtrack.",1,1
MusicDelta_FusionJazz_MIX.wav,"A recording of an underground techno song.",1,1
MusicDelta_FusionJazz_MIX.wav,"A saxophone playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a trumpet preforms a solo as well.",0,2
MusicDelta_FusionJazz_MIX.wav,"A violin playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.",0,2
MusicDelta_FusionJazz_MIX.wav,"A woman vocalizing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.",0,2
MusicDelta_FusionJazz_MIX.wav,"A guitar playing a cool rock melody while an electric keyboard, bass and drums play in the background.",0,2
MusicDelta_FusionJazz_MIX.wav,"A guitar playing a quiet harsh techno melody while an electric keyboard, bass and drums play in the background.",0,2
MusicDelta_FusionJazz_MIX.wav,"A guitar playing a romantic country melody while a piano, bass and drums play in the background.",0,2
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a saxophone, electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a violin, saxophone, electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a guitar, saxophone, electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a piano, saxophone, electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a woman singing, and a saxophone, electric keyboard, bass and drums playing.",0,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a rock band playing.",1,3
MusicDelta_FusionJazz_MIX.wav,"A high quality recording of an orchestra playing.",1,3
MusicDelta_Gospel_MIX.wav,"A recording of a rhythmic metal song.",1,1
MusicDelta_Gospel_MIX.wav,"A recording of an epic classical score.",1,1
MusicDelta_Gospel_MIX.wav,"A recording of an upbeat techno song.",1,1
MusicDelta_Gospel_MIX.wav,"A recording of an upbeat arcade game soundtrack.",1,1
MusicDelta_Gospel_MIX.wav,"A recording of an upbeat hip hop song.",1,1
MusicDelta_Gospel_MIX.wav,"A recording of a dark and sad gospel song.",0,1
MusicDelta_Gospel_MIX.wav,"A recording of an upbeat jazz song.",1,1
MusicDelta_Gospel_MIX.wav,"A man is singing a gospel song, accompanied by guitar and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A violin is playing a gospel song, accompanied by guitar and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A banjo is playing a country song, accompanied by guitar and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A man is singing a metal song, accompanied by guitar and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A synthesizer is playing a techno song, accompanied by guitar and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A woman is singing an opera song, accompanied by strings and drums.",0,2
MusicDelta_Gospel_MIX.wav,"A high quality recording of a man singing with a guitar and drums playing in the background.",0,3
MusicDelta_Gospel_MIX.wav,"A high quality recording of a piano playing with a guitar and drums playing in the background.",0,3
MusicDelta_Gospel_MIX.wav,"A high quality recording of a violin playing with a guitar and drums playing in the background.",0,3
MusicDelta_Gospel_MIX.wav,"A high quality recording of a synthesizer playing with a guitar and drums playing in the background.",0,3
MusicDelta_Gospel_MIX.wav,"A high quality recording of a woman singing with a string section and drums playing in the background.",0,3
MusicDelta_Gospel_MIX.wav,"A high quality recording of a woman singing with an orchestra playing in the background.",0,3
MusicDelta_GriegTrolltog_MIX.wav,"A recording of an epic movie soundtrack.",0,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a dramatic arcade game soundtrack.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a dramatic metal song.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a romantic country song.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a cool jazz song.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a scary techno song.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a rhythmic hip hop song.",1,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a dramatic Chinese music piece.",0,1
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic arcade game soundtrack, that turns loud in the middle then turns quite again.",0,2
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic metal song, that turns loud in the middle then turns quite again.",0,2
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and romantic country song, that turns loud in the middle then turns quite again.",0,2
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and scary techno song, that turns loud in the middle then turns quite again.",1,2
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic Chinese music piece, that turns loud in the middle then turns quite again.",0,2
MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic Arabic music piece, that turns loud in the middle then turns quite again.",0,2
MusicDelta_GriegTrolltog_MIX.wav,"Chinese flutes, Chinese wind instruments and Chinese strings playing a dramatic Chinese music piece.",0,3
MusicDelta_GriegTrolltog_MIX.wav,"Trumpets, wind instruments and strings playing a dramatic classical music piece.",0,3
MusicDelta_GriegTrolltog_MIX.wav,"A piano, wind instruments and strings playing a dramatic classical music piece.",0,3
MusicDelta_GriegTrolltog_MIX.wav,"A Piano, trumpets and guitars playing a jazz song.",0,3
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of a piano, wind instruments and strings playing.",0,4
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of a rock band playing.",1,4
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of trumpets, wind instruments and strings playing.",0,4
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of saxophones, wind instruments and strings playing.",0,4
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, strings playing.",0,4
MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes and wind instruments playing.",0,4
MusicDelta_Grunge_MIX.wav,"A recording of a death metal song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of an arcade game soundtrack.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a Chinese song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a classical score.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a Arabic song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a jazz song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a techno song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a hip hop song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a pop song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a rap song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a reggae song.",1,1
MusicDelta_Grunge_MIX.wav,"A recording of a country song.",1,1
MusicDelta_Grunge_MIX.wav,"A rock song of a woman singing while an electric guitar, bass and drums are playing in the background.",0,2
MusicDelta_Grunge_MIX.wav,"A techno song of a synthesizer playing while an electric guitar, bass and drums are playing in the background.",0,2
MusicDelta_Grunge_MIX.wav,"A death metal song of a man singing while an electric guitar, bass and drums are playing in the background.",0,2
MusicDelta_Grunge_MIX.wav,"A jazz song of a man vocalizing while a violin, bass and drums are playing in the background.",0,2
MusicDelta_Grunge_MIX.wav,"A rap song of a man rapping while an electric guitar, bass and drums are playing in the background.",0,2
MusicDelta_Grunge_MIX.wav,"A high quality recording of a woman singing with a rock band accompaniment.",0,3
MusicDelta_Grunge_MIX.wav,"A high quality recording of a man singing with an orchestra accompaniment.",0,3
MusicDelta_Grunge_MIX.wav,"A high quality recording of a woman singing with an orchestra accompaniment.",0,3
MusicDelta_Grunge_MIX.wav,"A high quality recording of a rock band accompaniment.",0,3
MusicDelta_Hendrix_MIX.wav,"A recording of a jazz song.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of a country song.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of a techno song.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of a death metal song.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of a hip hop song.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of an arcade game soundtrack.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of a classical score.",1,1
MusicDelta_Hendrix_MIX.wav,"A recording of an epic movie soundtrack.",1,1
MusicDelta_Hendrix_MIX.wav,"A jazz song of a man singing while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"A rock song of a woman singing while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"A death metal song of a man singing while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"An opera song of a man singing while an orchestra and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"A techno song of a synthesizer playing while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"A rock song of a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Hendrix_MIX.wav,"A high quality recording of a woman singing with a rock band accompaniment.",0,3
MusicDelta_Hendrix_MIX.wav,"A high quality recording of a man singing with an orchestra rock band accompaniment.",0,3
MusicDelta_Hendrix_MIX.wav,"A high quality recording of a woman singing with an orchestra rock band accompaniment.",0,3
MusicDelta_Hendrix_MIX.wav,"A high quality recording of a man singing with a jazz band accompaniment.",0,3
MusicDelta_Hendrix_MIX.wav,"A high quality recording of a rock band accompaniment.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a happy classical music piece.",0,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a scary techno song.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a scary death metal song.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a quiet jazz song.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a romantic country song.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a scary arcade game soundtrack.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A recording of a scary Arabic music piece.",1,1
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"Chinese strings playing a scary Chinese music melody with Chinese flutes and drums accompaniment in the background.",0,2
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"Guitars playing a scary techno melody with a synthesizer and drums accompaniment in the background.",0,2
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"Strings playing a scary death metal melody with trumpets and drums accompaniment in the background.",0,2
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"Violins playing a quiet jazz melody with trumpets and drums accompaniment in the background.",0,2
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A synthesizer playing a scary arcade game melody with another synthesizer accompaniment in the background.",0,2
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of guitars, flutes and drums playing.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, trumpets and drums playing.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of flutes and drums playing.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings and drums playing.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of a piano, flutes and drums playing.",0,3
MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, a piano and drums playing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in a rock style.",1,1
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in a country style.",1,1
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in a retro arcade game soundtrack style.",1,1
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in an orchestral style.",1,1
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in a techno style.",1,1
MusicDelta_LatinJazz_MIX.wav,"A recording of a happy upbeat song in a hip hop style.",1,1
MusicDelta_LatinJazz_MIX.wav,"Guitars playing alongside a trumpet a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"A piano playing alongside a trumpet a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"Flutes playing alongside a violin a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"Flutes playing alongside a woman vocalizing a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"A woman vocalizing playing alongside a trumpet a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"Flutes playing alongside a rock band a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"A rock band playing alongside a trumpet a happy upbeat melody.",0,2
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of violins and a trumpet playing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of flutes and a piano playing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of flutes and a saxophone playing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of a choir singing and a trumpet playing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of flutes playing and a choir singing.",0,3
MusicDelta_LatinJazz_MIX.wav,"A high quality recording of an orchestra playing.",0,3
MusicDelta_ModalJazz_MIX.wav,"A recording of an old upbeat cool rock song.",1,1
MusicDelta_ModalJazz_MIX.wav,"A recording of an old upbeat cool country song.",1,1
MusicDelta_ModalJazz_MIX.wav,"A recording of an old slow cool jazz song.",0,1
MusicDelta_ModalJazz_MIX.wav,"A recording of a new upbeat cool techno song.",1,1
MusicDelta_ModalJazz_MIX.wav,"A recording of a new upbeat cool hip hop song.",1,1
MusicDelta_ModalJazz_MIX.wav,"A recording of an old upbeat cool arcade game soundtrack.",1,1
MusicDelta_ModalJazz_MIX.wav,"A recording of an old upbeat cool Arabic song.",1,1
MusicDelta_ModalJazz_MIX.wav,"Saxophones playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.",0,2
MusicDelta_ModalJazz_MIX.wav,"Women singing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.",0,2
MusicDelta_ModalJazz_MIX.wav,"Violins playing alongside a piano, bass and drums in an upbeat old-timey cool rock song.",0,2
MusicDelta_ModalJazz_MIX.wav,"A banjo playing alongside a piano, bass and drums in an upbeat old-timey cool country song.",0,2
MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a harp, bass and drums in an upbeat old-timey cool classical song.",0,2
MusicDelta_ModalJazz_MIX.wav,"A harp playing alongside a piano, bass and drums in an upbeat old-timey cool classical song.",0,2
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of guitars playing a melody and a piano, bass and drums accompany them.",0,3
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of violins playing a melody and a piano, bass and drums accompany them.",0,3
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of saxophones playing a melody and a piano, bass and drums accompany them.",0,3
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of women singing a melody and a piano, bass and drums accompany them.",0,3
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and an orchestra accompany them.",0,3
MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a rock band accompany them.",0,3
MusicDelta_Pachelbel_MIX.wav,"A recording of an emotional arcade game music piece.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of an emotional Chinese music piece that fits weddings.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of an emotional Arabic music piece that fits weddings.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of an emotional country music piece that fits weddings.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of an angry metal song.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of a rhythmic hip hop song.",1,1
MusicDelta_Pachelbel_MIX.wav,"A recording of an emotional pop song that fits weddings.",1,1
MusicDelta_Pachelbel_MIX.wav,"A saxophone playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.",0,2
MusicDelta_Pachelbel_MIX.wav,"A violin playing a melody and then slowly a cello joins and more strings and they play a happy emotional song.",0,2
MusicDelta_Pachelbel_MIX.wav,"A bass playing a melody and then slowly a guitar joins and strings and they play a happy emotional song.",0,2
MusicDelta_Pachelbel_MIX.wav,"A piano playing a melody and then slowly a flute joins and strings and they play a happy emotional song.",0,2
MusicDelta_Pachelbel_MIX.wav,"A man singing a melody and then slowly a woman joins and strings and they play a happy emotional song.",0,2
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of an orchestra playing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of wind instruments playing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of flutes playing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a rock band playing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of retro arcade machines playing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a choir singing a wedding song.",0,3
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a guitar and violins playing a happy and emotional  piece.",0,4
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a piano and violins playing a happy and emotional  piece.",0,4
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a man singing and violins playing a happy and emotional  piece.",0,4
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a cello and a choir playing a happy and emotional  piece.",0,4
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a choir and violins playing a happy and emotional  piece.",0,4
MusicDelta_Pachelbel_MIX.wav,"A high quality recording of a rock band playing a happy and emotional  piece.",0,4
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry death metal song.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry arcade game soundtrack.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry movie soundtrack.",1,1
MusicDelta_Punk_MIX.wav,"A recording of a scary classical music score.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry hip hop song.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat happy country song.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat cool jazz song.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry techno song.",1,1
MusicDelta_Punk_MIX.wav,"A recording of an upbeat angry Chinese music.",1,1
MusicDelta_Punk_MIX.wav,"A metal song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Punk_MIX.wav,"A punk song of a woman singing while a guitar, bass and drums accompany her.",0,2
MusicDelta_Punk_MIX.wav,"A country song of a woman singing while a guitar, bass and drums accompany her.",0,2
MusicDelta_Punk_MIX.wav,"An Arabic song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Punk_MIX.wav,"A jazz song of a man singing while a saxophone, bass and drums accompany him.",0,2
MusicDelta_Punk_MIX.wav,"A high quality recording of a woman singing while a guitar, bass and drums accompany her.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a piano, bass and drums accompany him.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a trumpet, bass and drums accompany him.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a violin, bass and drums accompany him.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a piano playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a violin playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Punk_MIX.wav,"A high quality recording of a saxophone playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Reggae_MIX.wav,"A recording of a cool hip hop song.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a slow arcade game soundtrack.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a slow classical piece.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a slow country song.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a quiet hard rock song.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a slow and cool jazz song.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a quiet techno song.",1,1
MusicDelta_Reggae_MIX.wav,"A recording of a slow Chinese song.",1,1
MusicDelta_Reggae_MIX.wav,"A reggae song of a woman singing while bass and drums accompany her.",0,2
MusicDelta_Reggae_MIX.wav,"A rap song of a man singing while bass and drums accompany him.",0,2
MusicDelta_Reggae_MIX.wav,"A country song of a woman singing while bass and drums accompany her.",0,2
MusicDelta_Reggae_MIX.wav,"A jazz song of a man singing while bass and drums accompany him.",0,2
MusicDelta_Reggae_MIX.wav,"A rock song of a man singing while bass and drums accompany him.",0,2
MusicDelta_Reggae_MIX.wav,"A jazz song of a saxophone playing while bass and drums accompany him.",0,2
MusicDelta_Reggae_MIX.wav,"A high quality recording of a woman singing while bass and drums accompany her.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a violin playing while bass and drums accompany it.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a man singing while a rock band accompany him.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a man singing while and orchestra accompany him.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a piano playing while bass and drums accompany it.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a saxophone playing while bass and drums accompany it.",0,3
MusicDelta_Reggae_MIX.wav,"A high quality recording of a harp playing while bass and drums accompany it.",0,3
MusicDelta_Rock_MIX.wav,"A recording of an old timey jazz song from the sixties.",1,1
MusicDelta_Rock_MIX.wav,"A recording of an old timey country song from the seventies.",1,1
MusicDelta_Rock_MIX.wav,"A recording of an old timey rock song from the seventies.",0,1
MusicDelta_Rock_MIX.wav,"A recording of an old timey rock song from the eighties.",0,1
MusicDelta_Rock_MIX.wav,"A recording of an old rock song from the nineties.",0,1
MusicDelta_Rock_MIX.wav,"A recording of a rock song from a decade ago.",0,1
MusicDelta_Rock_MIX.wav,"A recording of a metal song from the nineties.",1,1
MusicDelta_Rock_MIX.wav,"A recording of an old timey arcade game soundtrack from the eighties.",1,1
MusicDelta_Rock_MIX.wav,"A recording of an old timey Chinese song from the forties.",1,1
MusicDelta_Rock_MIX.wav,"A recording of a hip hop song from the nineties.",1,1
MusicDelta_Rock_MIX.wav,"A cool 70s rock song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A cool 80s rock song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A cool 90s rock song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A cool 60s jazz song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A cool 60s jazz song of a saxophone playing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A cool 80s country song of a woman singing while a banjo, bass and drums accompany her.",0,2
MusicDelta_Rock_MIX.wav,"A cool 90s hip hop song of a man singing while a guitar, bass and drums accompany him.",0,2
MusicDelta_Rock_MIX.wav,"A high quality recording of a woman singing while a guitar, bass and drums accompany her.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a piano, bass and drums accompany him.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a violin, bass and drums accompany him.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a trumpet, bass and drums accompany him.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a piano playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a saxophone playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Rock_MIX.wav,"A high quality recording of a violin playing while a guitar, bass and drums accompany him.",0,3
MusicDelta_Rockabilly_MIX.wav,"A recording of an old jazz song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an old country song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an old metal song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an old classical song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an old arcade game soundtrack.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an techno song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of an old Arabic song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of a hip hop song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A recording of a new rock song.",1,1
MusicDelta_Rockabilly_MIX.wav,"A cool old rock song of a man singing while a guitar and drums accompany him.",0,2
MusicDelta_Rockabilly_MIX.wav,"A cool old jazz song of a woman singing while a guitar and drums accompany her.",0,2
MusicDelta_Rockabilly_MIX.wav,"A cool old country song of a woman singing while a guitar and drums accompany her.",0,2
MusicDelta_Rockabilly_MIX.wav,"A cool old metal song of a man singing while a guitar and drums accompany him.",0,2
MusicDelta_Rockabilly_MIX.wav,"A cool hip hop song of a woman rapping while a guitar and drums accompany her.",0,2
MusicDelta_Rockabilly_MIX.wav,"A cool new rock song of a woman singing while a guitar and drums accompany her.",0,2
MusicDelta_Rockabilly_MIX.wav,"An epic old opera song of a woman singing while an orchestra accompanies her.",0,2
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a man singing while a guitar and drums play in the background.",0,3
